iter	Passed	Remaining
1522	3258	3117
1523	3260	3115
1524	3263	3113
1525	3265	3111
1526	3267	3109
1527	3269	3107
1528	3271	3105
1529	3274	3102
1530	3276	3100
1531	3278	3098
1532	3280	3096
1533	3282	3094
1534	3284	3091
1535	3286	3089
1536	3289	3087
1537	3291	3085
1538	3293	3083
1539	3295	3081
1540	3298	3079
1541	3300	3077
1542	3302	3075
1543	3304	3073
1544	3307	3071
1545	3309	3069
1546	3311	3067
1547	3313	3064
1548	3315	3062
1549	3317	3060
1550	3319	3058
1551	3321	3056
1552	3324	3054
1553	3326	3052
1554	3328	3050
1555	3331	3048
1556	3333	3046
1557	3335	3044
1558	3337	3042
1559	3340	3040
1560	3342	3038
1561	3345	3036
1562	3347	3034
1563	3349	3032
1564	3351	3030
1565	3353	3028
1566	3355	3026
1567	3357	3023
1568	3359	3021
1569	3361	3019
1570	3364	3017
1571	3366	3015
1572	3368	3013
1573	3371	3011
1574	3373	3009
1575	3375	3007
1576	3377	3004
1577	3379	3002
1578	3381	3000
1579	3383	2998
1580	3385	2996
1581	3388	2994
1582	3390	2992
1583	3392	2990
1584	3395	2988
1585	3397	2985
1586	3399	2983
1587	3401	2981
1588	3403	2979
1589	3406	2977
1590	3408	2975
1591	3410	2973
1592	3412	2971
1593	3414	2968
1594	3416	2966
1595	3418	2964
1596	3421	2962
1597	3423	2960
1598	3425	2958
1599	3427	2956
1600	3429	2954
1601	3431	2952
1602	3434	2949
1603	3435	2947
1604	3438	2945
1605	3440	2943
1606	3442	2941
1607	3444	2939
1608	3447	2937
1609	3449	2935
1610	3451	2933
1611	3453	2931
1612	3456	2929
1613	3458	2926
1614	3460	2924
1615	3462	2922
1616	3465	2920
1617	3467	2918
1618	3469	2916
1619	3471	2914
1620	3473	2912
1621	3475	2910
1622	3478	2908
1623	3480	2906
1624	3482	2903
1625	3484	2901
1626	3486	2899
1627	3488	2897
1628	3490	2895
1629	3493	2893
1630	3495	2890
1631	3497	2888
1632	3498	2886
1633	3500	2883
1634	3503	2881
1635	3505	2879
1636	3507	2877
1637	3510	2875
1638	3512	2873
1639	3514	2871
1640	3516	2869
1641	3518	2867
1642	3520	2865
1643	3523	2863
1644	3525	2861
1645	3527	2858
1646	3529	2856
1647	3531	2854
1648	3533	2852
1649	3536	2850
1650	3538	2848
1651	3540	2846
1652	3542	2844
1653	3545	2842
1654	3547	2839
1655	3549	2837
1656	3551	2835
1657	3554	2833
1658	3556	2831
1659	3558	2829
1660	3561	2827
1661	3563	2825
1662	3565	2823
1663	3567	2821
1664	3569	2819
1665	3571	2816
1666	3573	2814
1667	3575	2812
1668	3577	2810
1669	3580	2808
1670	3582	2806
1671	3584	2804
1672	3587	2802
1673	3589	2800
1674	3591	2798
1675	3594	2796
1676	3596	2794
1677	3598	2792
1678	3601	2790
1679	3603	2788
1680	3605	2786
1681	3607	2783
1682	3609	2781
1683	3611	2779
1684	3613	2777
1685	3616	2775
1686	3618	2773
1687	3620	2771
1688	3622	2769
1689	3625	2767
1690	3627	2764
1691	3629	2762
1692	3631	2760
1693	3633	2758
1694	3635	2756
1695	3638	2754
1696	3640	2752
1697	3642	2750
1698	3644	2748
1699	3647	2746
1700	3649	2743
1701	3651	2741
1702	3654	2740
1703	3656	2737
1704	3658	2735
1705	3660	2733
1706	3662	2731
1707	3664	2729
1708	3666	2726
1709	3668	2724
1710	3671	2722
1711	3673	2720
1712	3675	2718
1713	3678	2716
1714	3680	2714
1715	3682	2712
1716	3684	2710
1717	3686	2708
1718	3688	2706
1719	3690	2703
1720	3693	2701
1721	3695	2699
1722	3697	2697
1723	3700	2695
1724	3702	2693
1725	3704	2691
1726	3706	2689
1727	3708	2687
1728	3710	2684
1729	3712	2682
1730	3714	2680
1731	3716	2677
1732	3718	2675
1733	3720	2673
1734	3723	2671
1735	3725	2669
1736	3727	2667
1737	3729	2665
1738	3732	2663
1739	3734	2661
1740	3736	2659
1741	3739	2657
1742	3741	2655
1743	3743	2653
1744	3745	2650
1745	3747	2648
1746	3749	2646
1747	3751	2644
1748	3753	2642
1749	3755	2639
1750	3758	2637
1751	3760	2635
1752	3762	2633
1753	3765	2631
1754	3767	2629
1755	3769	2627
1756	3771	2625
1757	3773	2623
1758	3775	2620
1759	3777	2618
1760	3780	2616
1761	3782	2614
1762	3784	2612
1763	3786	2610
1764	3789	2608
1765	3791	2606
1766	3793	2604
1767	3796	2602
1768	3798	2600
1769	3800	2598
1770	3803	2596
1771	3805	2594
1772	3807	2591
1773	3809	2589
1774	3811	2587
1775	3813	2585
1776	3816	2583
1777	3818	2581
1778	3820	2579
1779	3822	2577
1780	3824	2574
1781	3826	2572
1782	3828	2570
1783	3831	2568
1784	3833	2566
1785	3835	2563
1786	3837	2561
1787	3839	2559
1788	3841	2557
1789	3843	2555
1790	3846	2553
1791	3848	2551
1792	3850	2549
1793	3852	2546
1794	3854	2544
1795	3856	2542
1796	3859	2540
1797	3861	2538
1798	3863	2536
1799	3865	2534
1800	3867	2532
1801	3870	2529
1802	3872	2527
1803	3874	2525
1804	3876	2523
1805	3878	2521
1806	3881	2519
1807	3883	2517
1808	3885	2515
1809	3888	2513
1810	3890	2511
1811	3892	2509
1812	3894	2506
1813	3896	2504
1814	3898	2502
1815	3900	2500
1816	3902	2497
1817	3904	2495
1818	3906	2493
1819	3908	2491
1820	3911	2489
1821	3913	2487
1822	3915	2485
1823	3917	2482
1824	3919	2480
1825	3921	2478
1826	3923	2476
1827	3926	2474
1828	3928	2472
1829	3930	2469
1830	3932	2467
1831	3934	2465
1832	3936	2463
1833	3939	2461
1834	3941	2459
1835	3942	2456
1836	3945	2454
1837	3947	2452
1838	3950	2450
1839	3952	2448
1840	3954	2446
1841	3956	2444
1842	3958	2442
1843	3960	2440
1844	3963	2437
1845	3965	2435
1846	3967	2433
1847	3969	2431
1848	3971	2429
1849	3973	2427
1850	3976	2425
1851	3978	2423
1852	3980	2420
1853	3982	2418
1854	3984	2416
1855	3986	2414
1856	3989	2412
1857	3991	2410
1858	3993	2408
1859	3995	2406
1860	3997	2403
1861	3999	2401
1862	4001	2399
1863	4003	2397
1864	4006	2395
1865	4008	2392
1866	4010	2390
1867	4012	2388
1868	4015	2386
1869	4017	2384
1870	4019	2382
1871	4021	2380
1872	4023	2378
1873	4025	2375
1874	4028	2373
1875	4030	2371
1876	4032	2369
1877	4034	2367
1878	4036	2365
1879	4038	2363
1880	4040	2360
1881	4043	2358
1882	4045	2356
1883	4047	2354
1884	4049	2352
1885	4051	2350
1886	4053	2347
1887	4055	2345
1888	4057	2343
1889	4059	2341
1890	4062	2339
1891	4064	2337
1892	4066	2335
1893	4068	2332
1894	4070	2330
1895	4072	2328
1896	4074	2326
1897	4077	2324
1898	4079	2322
1899	4081	2320
1900	4083	2317
1901	4085	2315
1902	4087	2313
1903	4089	2311
1904	4091	2309
1905	4094	2306
1906	4096	2304
1907	4097	2302
1908	4099	2300
1909	4102	2298
1910	4104	2295
1911	4106	2293
1912	4108	2291
1913	4110	2289
1914	4112	2287
1915	4115	2285
1916	4117	2283
1917	4119	2280
1918	4121	2278
1919	4123	2276
1920	4125	2274
1921	4127	2272
1922	4129	2270
1923	4132	2267
1924	4134	2265
1925	4136	2263
1926	4137	2261
1927	4140	2259
1928	4142	2256
1929	4144	2254
1930	4147	2252
1931	4149	2250
1932	4151	2248
1933	4153	2246
1934	4155	2244
1935	4157	2242
1936	4159	2239
1937	4162	2237
1938	4163	2235
1939	4165	2233
1940	4167	2231
1941	4169	2228
1942	4171	2226
1943	4174	2224
1944	4176	2222
1945	4178	2220
1946	4180	2218
1947	4182	2215
1948	4185	2213
1949	4187	2211
1950	4189	2209
1951	4191	2207
1952	4194	2205
1953	4196	2203
1954	4198	2201
1955	4200	2199
1956	4202	2196
1957	4204	2194
1958	4206	2192
1959	4208	2190
1960	4210	2188
1961	4213	2185
1962	4215	2183
1963	4217	2181
1964	4219	2179
1965	4221	2177
1966	4224	2175
1967	4226	2173
1968	4228	2171
1969	4230	2169
1970	4232	2166
1971	4234	2164
1972	4236	2162
1973	4239	2160
1974	4241	2158
1975	4243	2155
1976	4245	2153
1977	4247	2151
1978	4249	2149
1979	4252	2147
1980	4254	2145
1981	4256	2143
1982	4258	2140
1983	4260	2138
1984	4262	2136
1985	4264	2134
1986	4266	2132
1987	4268	2130
1988	4271	2128
1989	4273	2125
1990	4275	2123
1991	4278	2121
1992	4280	2119
1993	4282	2117
1994	4284	2115
1995	4286	2113
1996	4289	2111
1997	4291	2109
1998	4293	2107
1999	4295	2104
2000	4297	2102
2001	4300	2100
2002	4301	2098
2003	4304	2096
2004	4306	2094
2005	4308	2091
2006	4310	2089
2007	4312	2087
2008	4314	2085
2009	4316	2083
2010	4319	2081
2011	4321	2079
2012	4323	2077
2013	4326	2074
2014	4328	2072
2015	4330	2070
2016	4332	2068
2017	4334	2066
2018	4336	2064
2019	4339	2062
2020	4341	2060
2021	4343	2057
2022	4345	2055
2023	4347	2053
2024	4350	2051
2025	4352	2049
2026	4354	2047
2027	4356	2045
2028	4358	2042
2029	4360	2040
2030	4363	2038
2031	4365	2036
2032	4367	2034
2033	4369	2032
2034	4371	2030
2035	4374	2028
2036	4376	2025
2037	4378	2023
2038	4380	2021
2039	4382	2019
2040	4384	2017
2041	4386	2015
2042	4389	2013
2043	4391	2011
2044	4394	2009
2045	4396	2006
2046	4398	2004
2047	4400	2002
2048	4403	2000
2049	4405	1998
2050	4407	1996
2051	4409	1994
2052	4411	1992
2053	4413	1989
2054	4415	1987
2055	4418	1985
2056	4420	1983
2057	4422	1981
2058	4425	1979
2059	4427	1977
2060	4429	1975
2061	4431	1973
2062	4433	1970
2063	4435	1968
2064	4438	1966
2065	4440	1964
2066	4442	1962
2067	4445	1960
2068	4447	1958
2069	4449	1956
2070	4451	1954
2071	4454	1951
2072	4456	1949
2073	4457	1947
2074	4460	1945
2075	4462	1943
2076	4464	1941
2077	4466	1938
2078	4469	1936
2079	4471	1934
2080	4473	1932
2081	4475	1930
2082	4478	1928
2083	4480	1926
2084	4482	1924
2085	4484	1922
2086	4487	1919
2087	4489	1917
2088	4491	1915
2089	4493	1913
2090	4495	1911
2091	4498	1909
2092	4500	1907
2093	4502	1905
2094	4504	1902
2095	4506	1900
2096	4508	1898
2097	4510	1896
2098	4512	1894
2099	4514	1891
2100	4517	1889
2101	4519	1887
2102	4521	1885
2103	4524	1883
2104	4526	1881
2105	4528	1879
2106	4530	1877
2107	4532	1875
2108	4534	1872
2109	4537	1870
2110	4539	1868
2111	4541	1866
2112	4543	1864
2113	4546	1862
2114	4548	1860
2115	4550	1858
2116	4552	1855
2117	4555	1853
2118	4557	1851
2119	4559	1849
2120	4561	1847
2121	4563	1845
2122	4565	1842
2123	4567	1840
2124	4570	1838
2125	4572	1836
2126	4574	1834
2127	4577	1832
2128	4579	1830
2129	4581	1828
2130	4583	1826
2131	4585	1824
2132	4587	1821
2133	4590	1819
2134	4592	1817
2135	4594	1815
2136	4597	1813
2137	4599	1811
2138	4601	1809
2139	4603	1806
2140	4605	1804
2141	4608	1802
2142	4610	1800
2143	4612	1798
2144	4614	1796
2145	4616	1794
2146	4619	1792
2147	4621	1789
2148	4623	1787
2149	4625	1785
2150	4627	1783
2151	4629	1781
2152	4631	1779
2153	4633	1776
2154	4636	1774
2155	4638	1772
2156	4640	1770
2157	4643	1768
2158	4645	1766
2159	4647	1764
2160	4649	1762
2161	4652	1760
2162	4653	1757
2163	4656	1755
2164	4658	1753
2165	4660	1751
2166	4662	1749
2167	4664	1747
2168	4667	1745
2169	4669	1743
2170	4671	1740
2171	4673	1738
2172	4675	1736
2173	4678	1734
2174	4680	1732
2175	4682	1730
2176	4684	1727
2177	4686	1725
2178	4689	1723
2179	4691	1721
2180	4693	1719
2181	4696	1717
2182	4698	1715
2183	4700	1713
2184	4702	1711
2185	4704	1708
2186	4707	1706
2187	4709	1704
2188	4711	1702
2189	4713	1700
2190	4716	1698
2191	4718	1696
2192	4720	1694
2193	4723	1692
2194	4725	1689
2195	4727	1687
2196	4729	1685
2197	4731	1683
2198	4733	1681
2199	4735	1678
2200	4737	1676
2201	4740	1674
2202	4742	1672
2203	4744	1670
2204	4747	1668
2205	4749	1666
2206	4751	1664
2207	4753	1662
2208	4755	1659
2209	4758	1657
2210	4760	1655
2211	4762	1653
2212	4764	1651
2213	4766	1649
2214	4769	1647
2215	4771	1645
2216	4773	1642
2217	4776	1640
2218	4778	1638
2219	4780	1636
2220	4783	1634
2221	4785	1632
2222	4788	1630
2223	4790	1628
2224	4793	1626
2225	4795	1624
2226	4798	1622
2227	4800	1620
2228	4802	1618
2229	4805	1616
2230	4807	1613
2231	4809	1611
2232	4811	1609
2233	4814	1607
2234	4816	1605
2235	4818	1603
2236	4821	1601
2237	4823	1599
2238	4825	1597
2239	4827	1594
2240	4830	1592
2241	4832	1590
2242	4835	1588
2243	4837	1586
2244	4840	1584
2245	4842	1582
2246	4844	1580
2247	4846	1578
2248	4848	1576
2249	4851	1573
2250	4853	1571
2251	4856	1569
2252	4858	1567
2253	4860	1565
2254	4862	1563
2255	4864	1561
2256	4867	1559
2257	4869	1557
2258	4872	1554
2259	4874	1552
2260	4876	1550
2261	4879	1548
2262	4881	1546
2263	4883	1544
2264	4885	1542
2265	4887	1540
2266	4890	1537
2267	4892	1535
2268	4894	1533
2269	4897	1531
2270	4899	1529
2271	4901	1527
2272	4903	1525
2273	4905	1522
2274	4907	1520
2275	4909	1518
2276	4911	1516
2277	4913	1514
2278	4915	1512
2279	4918	1509
2280	4920	1507
2281	4922	1505
2282	4924	1503
2283	4927	1501
2284	4929	1499
2285	4931	1497
2286	4933	1494
2287	4935	1492
2288	4937	1490
2289	4939	1488
2290	4941	1486
2291	4943	1483
2292	4945	1481
2293	4948	1479
2294	4950	1477
2295	4952	1475
2296	4954	1473
2297	4956	1471
2298	4959	1468
2299	4961	1466
2300	4963	1464
2301	4965	1462
2302	4967	1460
2303	4969	1458
2304	4971	1455
2305	4973	1453
2306	4975	1451
2307	4977	1449
2308	4979	1447
2309	4981	1444
2310	4983	1442
2311	4986	1440
2312	4988	1438
2313	4990	1436
2314	4992	1434
2315	4995	1432
2316	4997	1429
2317	4999	1427
2318	5001	1425
2319	5003	1423
2320	5006	1421
2321	5008	1419
2322	5010	1417
2323	5012	1414
2324	5014	1412
2325	5017	1410
2326	5019	1408
2327	5022	1406
2328	5024	1404
2329	5026	1402
2330	5028	1400
2331	5030	1397
2332	5033	1395
2333	5035	1393
2334	5037	1391
2335	5040	1389
2336	5042	1387
2337	5044	1385
2338	5046	1383
2339	5048	1380
2340	5050	1378
2341	5052	1376
2342	5054	1374
2343	5056	1372
2344	5059	1370
2345	5061	1367
2346	5063	1365
2347	5066	1363
2348	5068	1361
2349	5070	1359
2350	5072	1357
2351	5074	1354
2352	5076	1352
2353	5078	1350
2354	5081	1348
2355	5083	1346
2356	5085	1344
2357	5087	1341
2358	5089	1339
2359	5091	1337
2360	5094	1335
2361	5096	1333
2362	5098	1331
2363	5100	1329
2364	5103	1327
2365	5105	1324
2366	5107	1322
2367	5110	1320
2368	5112	1318
2369	5114	1316
2370	5116	1314
2371	5118	1311
2372	5120	1309
2373	5122	1307
2374	5124	1305
2375	5126	1303
2376	5129	1301
2377	5131	1299
2378	5133	1296
2379	5135	1294
2380	5138	1292
2381	5140	1290
2382	5142	1288
2383	5144	1286
2384	5146	1283
2385	5148	1281
2386	5150	1279
2387	5152	1277
2388	5155	1275
2389	5157	1273
2390	5159	1270
2391	5161	1268
2392	5163	1266
2393	5165	1264
2394	5167	1262
2395	5169	1259
2396	5171	1257
2397	5173	1255
2398	5175	1253
2399	5177	1251
2400	5179	1249
2401	5181	1246
2402	5184	1244
2403	5186	1242
2404	5188	1240
2405	5190	1238
2406	5192	1236
2407	5194	1233
2408	5196	1231
2409	5198	1229
2410	5201	1227
2411	5203	1225
2412	5205	1223
2413	5207	1220
2414	5209	1218
2415	5211	1216
2416	5213	1214
2417	5215	1212
2418	5217	1210
2419	5220	1207
2420	5222	1205
2421	5224	1203
2422	5226	1201
2423	5228	1199
2424	5230	1197
2425	5232	1195
2426	5235	1192
2427	5237	1190
2428	5239	1188
2429	5241	1186
2430	5243	1184
2431	5245	1181
2432	5247	1179
2433	5249	1177
2434	5251	1175
2435	5253	1173
2436	5255	1171
2437	5257	1168
2438	5259	1166
2439	5262	1164
2440	5264	1162
2441	5266	1160
2442	5268	1158
2443	5271	1156
2444	5272	1153
2445	5274	1151
2446	5276	1149
2447	5279	1147
2448	5281	1145
2449	5283	1142
2450	5285	1140
2451	5287	1138
2452	5289	1136
2453	5291	1134
2454	5293	1132
2455	5296	1129
2456	5298	1127
2457	5300	1125
2458	5302	1123
2459	5304	1121
2460	5306	1119
2461	5309	1117
2462	5311	1114
2463	5314	1112
2464	5316	1110
2465	5318	1108
2466	5320	1106
2467	5322	1104
2468	5324	1101
2469	5326	1099
2470	5328	1097
2471	5330	1095
2472	5332	1093
2473	5334	1091
2474	5337	1088
2475	5339	1086
2476	5341	1084
2477	5343	1082
2478	5345	1080
2479	5348	1078
2480	5350	1076
2481	5352	1073
2482	5354	1071
2483	5357	1069
2484	5359	1067
2485	5361	1065
2486	5363	1063
2487	5365	1061
2488	5367	1058
2489	5369	1056
2490	5371	1054
2491	5373	1052
2492	5376	1050
2493	5378	1048
2494	5380	1045
2495	5382	1043
2496	5384	1041
2497	5386	1039
2498	5389	1037
2499	5391	1035
2500	5393	1033
2501	5395	1030
2502	5398	1028
2503	5400	1026
2504	5402	1024
2505	5404	1022
2506	5406	1020
2507	5408	1017
2508	5410	1015
2509	5412	1013
2510	5414	1011
2511	5416	1009
2512	5418	1006
2513	5420	1004
2514	5423	1002
2515	5425	1000
2516	5427	998
2517	5429	996
2518	5432	994
2519	5434	991
2520	5436	989
2521	5438	987
2522	5440	985
2523	5442	983
2524	5444	981
2525	5447	979
2526	5449	976
2527	5451	974
2528	5453	972
2529	5455	970
2530	5458	968
2531	5460	966
2532	5462	963
2533	5464	961
2534	5466	959
2535	5469	957
2536	5471	955
2537	5473	953
2538	5475	951
2539	5477	948
2540	5480	946
2541	5482	944
2542	5484	942
2543	5486	940
2544	5488	938
2545	5490	936
2546	5492	933
2547	5495	931
2548	5497	929
2549	5499	927
2550	5502	925
2551	5504	923
2552	5506	920
2553	5508	918
2554	5510	916
2555	5512	914
2556	5514	912
2557	5517	910
2558	5519	908
2559	5521	905
2560	5523	903
2561	5526	901
2562	5528	899
2563	5530	897
2564	5533	895
2565	5535	893
2566	5537	890
2567	5539	888
2568	5541	886
2569	5544	884
2570	5546	882
2571	5548	880
2572	5551	878
2573	5553	875
2574	5555	873
2575	5557	871
2576	5559	869
2577	5562	867
2578	5564	865
2579	5566	863
2580	5568	860
2581	5571	858
2582	5573	856
2583	5575	854
2584	5577	852
2585	5579	850
2586	5581	847
2587	5584	845
2588	5586	843
2589	5588	841
2590	5590	839
2591	5592	837
2592	5595	835
2593	5597	832
2594	5599	830
2595	5601	828
2596	5603	826
2597	5605	824
2598	5607	822
2599	5609	819
2600	5611	817
2601	5614	815
2602	5616	813
2603	5618	811
2604	5620	809
2605	5623	806
2606	5625	804
2607	5627	802
2608	5629	800
2609	5631	798
2610	5633	796
2611	5635	794
2612	5638	791
2613	5640	789
2614	5642	787
2615	5645	785
2616	5647	783
2617	5649	781
2618	5651	779
2619	5654	776
2620	5656	774
2621	5658	772
2622	5660	770
2623	5662	768
2624	5664	766
2625	5666	763
2626	5668	761
2627	5670	759
2628	5673	757
2629	5675	755
2630	5677	753
2631	5679	750
2632	5682	748
2633	5684	746
2634	5686	744
2635	5688	742
2636	5690	740
2637	5693	738
2638	5695	735
2639	5697	733
2640	5700	731
2641	5702	729
2642	5704	727
2643	5706	725
2644	5708	722
2645	5710	720
2646	5713	718
2647	5715	716
2648	5717	714
2649	5719	712
2650	5721	710
2651	5723	707
2652	5726	705
2653	5728	703
2654	5730	701
2655	5732	699
2656	5734	697
2657	5736	694
2658	5738	692
2659	5741	690
2660	5743	688
2661	5745	686
2662	5748	684
2663	5750	682
2664	5752	679
2665	5754	677
2666	5756	675
2667	5758	673
2668	5760	671
2669	5762	669
2670	5765	666
2671	5767	664
2672	5769	662
2673	5771	660
2674	5773	658
2675	5775	656
2676	5778	654
2677	5780	651
2678	5782	649
2679	5784	647
2680	5787	645
2681	5789	643
2682	5791	641
2683	5793	638
2684	5795	636
2685	5797	634
2686	5799	632
2687	5801	630
2688	5803	628
2689	5806	625
2690	5808	623
2691	5810	621
2692	5812	619
2693	5815	617
2694	5817	615
2695	5819	613
2696	5821	610
2697	5824	608
2698	5826	606
2699	5828	604
2700	5830	602
2701	5832	600
2702	5834	597
2703	5836	595
2704	5838	593
2705	5841	591
2706	5843	589
2707	5845	587
2708	5848	585
2709	5850	582
2710	5852	580
2711	5854	578
2712	5856	576
2713	5858	574
2714	5861	572
2715	5863	569
2716	5865	567
2717	5867	565
2718	5870	563
2719	5872	561
2720	5874	559
2721	5876	557
2722	5878	554
2723	5880	552
2724	5882	550
2725	5884	548
2726	5886	546
2727	5888	543
2728	5891	541
2729	5893	539
2730	5895	537
2731	5897	535
2732	5900	533
2733	5902	531
2734	5904	528
2735	5906	526
2736	5909	524
2737	5911	522
2738	5913	520
2739	5915	518
2740	5917	515
2741	5919	513
2742	5921	511
2743	5923	509
2744	5925	507
2745	5928	505
2746	5930	503
2747	5932	500
2748	5934	498
2749	5937	496
2750	5939	494
2751	5941	492
2752	5943	490
2753	5945	487
2754	5947	485
2755	5949	483
2756	5951	481
2757	5953	479
2758	5956	477
2759	5958	474
2760	5960	472
2761	5963	470
2762	5965	468
2763	5967	466
2764	5969	464
2765	5971	462
2766	5974	459
2767	5976	457
2768	5978	455
2769	5980	453
2770	5982	451
2771	5984	449
2772	5987	446
2773	5989	444
2774	5991	442
2775	5993	440
2776	5995	438
2777	5997	436
2778	6000	433
2779	6002	431
2780	6004	429
2781	6006	427
2782	6009	425
2783	6011	423
2784	6013	421
2785	6015	418
2786	6017	416
2787	6019	414
2788	6022	412
2789	6024	410
2790	6026	408
2791	6029	405
2792	6031	403
2793	6033	401
2794	6036	399
2795	6038	397
2796	6040	395
2797	6043	393
2798	6045	390
2799	6047	388
2800	6049	386
2801	6051	384
2802	6054	382
2803	6056	380
2804	6058	377
2805	6060	375
2806	6062	373
2807	6065	371
2808	6067	369
2809	6069	367
2810	6071	365
2811	6074	362
2812	6076	360
2813	6078	358
2814	6080	356
2815	6082	354
2816	6084	352
2817	6086	349
2818	6088	347
2819	6091	345
2820	6093	343
2821	6095	341
2822	6097	339
2823	6099	336
2824	6101	334
2825	6104	332
2826	6106	330
2827	6108	328
2828	6110	326
2829	6112	323
2830	6114	321
2831	6116	319
2832	6118	317
2833	6121	315
2834	6123	313
2835	6126	311
2836	6127	308
2837	6130	306
2838	6132	304
2839	6134	302
2840	6137	300
2841	6139	298
2842	6141	295
2843	6143	293
2844	6146	291
2845	6148	289
2846	6150	287
2847	6152	285
2848	6155	283
2849	6157	280
2850	6159	278
2851	6162	276
2852	6164	274
2853	6166	272
2854	6169	270
2855	6171	267
2856	6173	265
2857	6175	263
2858	6178	261
2859	6180	259
2860	6182	257
2861	6185	255
2862	6187	252
2863	6189	250
2864	6191	248
2865	6194	246
2866	6196	244
2867	6198	242
2868	6200	239
2869	6202	237
2870	6205	235
2871	6207	233
2872	6209	231
2873	6212	229
2874	6214	226
2875	6216	224
2876	6218	222
2877	6220	220
2878	6222	218
2879	6225	216
2880	6227	213
2881	6229	211
2882	6231	209
2883	6233	207
2884	6236	205
2885	6238	203
2886	6240	201
2887	6242	198
2888	6244	196
2889	6246	194
2890	6249	192
2891	6251	190
2892	6253	188
2893	6255	185
2894	6257	183
2895	6259	181
2896	6262	179
2897	6264	177
2898	6266	175
2899	6269	172
2900	6271	170
2901	6273	168
2902	6275	166
2903	6277	164
2904	6279	162
2905	6281	159
2906	6284	157
2907	6286	155
2908	6288	153
2909	6290	151
2910	6292	149
2911	6294	146
2912	6296	144
2913	6298	142
2914	6300	140
2915	6302	138
2916	6304	136
2917	6306	133
2918	6308	131
2919	6310	129
2920	6312	127
2921	6315	125
2922	6317	123
2923	6319	121
2924	6321	118
2925	6323	116
2926	6325	114
2927	6327	112
2928	6329	110
2929	6331	108
2930	6333	105
2931	6335	103
2932	6338	101
2933	6340	99
2934	6342	97
2935	6344	95
2936	6346	92
2937	6348	90
2938	6351	88
2939	6353	86
2940	6355	84
2941	6358	82
2942	6360	79
2943	6362	77
2944	6364	75
2945	6366	73
2946	6368	71
2947	6370	69
2948	6373	66
2949	6375	64
2950	6377	62
2951	6379	60
2952	6381	58
2953	6383	56
2954	6385	54
2955	6388	51
2956	6390	49
2957	6392	47
2958	6394	45
2959	6396	43
2960	6399	41
2961	6401	38
2962	6403	36
2963	6405	34
2964	6407	32
2965	6409	30
2966	6411	28
2967	6413	25
2968	6416	23
2969	6418	21
2970	6420	19
2971	6423	17
2972	6425	15
2973	6427	12
2974	6429	10
2975	6431	8
2976	6433	6
2977	6435	4
2978	6437	2
2979	6439	0
